method_name,system_link,pdf_hash,efficacy_observed,application_conditions,results_summary,limitations,confidence,source,formatted_at,data_layer
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,"L’utilisation d’auxiliaires est efficace mais elle est insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",Aucune condition d'application spécifique mentionnée.,L’efficacité des stratégies de PBI déjà pratiquées est améliorée. Les auxiliaires sont apportés et de nouveaux auxiliaires et produits de biocontrôle sont testés.,Les stratégies d’apport des auxiliaires sont revues et de nouveaux auxiliaires et produits de biocontrôle sont testés.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,Cible l'oïdium.,,Des solutions alternatives doivent être trouvées pour l'oïdium.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,"L’utilisation d’auxiliaires est efficace mais elle est insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",Des stratégies d’apport des auxiliaires sont revues et de nouveaux auxiliaires et produits de biocontrôle sont testés.,"Les pucerons restent la cible de fréquents traitements et sont le ravageur le plus problématique. L'efficacité est insatisfaisante en 2013, 2014, 2016 et 2017.","L’utilisation d’auxiliaires est insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus cucumeris,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,Efficace contre les thrips,,"Utilisation d’auxiliaires est efficace mais insuffisante en juin, période à laquelle les pucerons prolifèrent.","L’utilisation d’auxiliaires est insuffisante en juin, période à laquelle les pucerons prolifèrent.",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,"Utilisation efficace mais insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",N/A,Testé dans le cadre de l'amélioration de la PBI pour la gestion des pucerons et de l’oïdium.,Insuffisance en juin pour la gestion des pucerons.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Syrphes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf,34133ae38cc4,"L'utilisation d’auxiliaires est efficace mais elle est insuffisante en juin, période à laquelle les pucerons prolifèrent. Des traitements sont parfois nécessaires mais incompatibles avec les auxiliaires déjà présents.",Des stratégies d’apport des auxiliaires sont revues et de nouveaux auxiliaires et produits de biocontrôle sont testés.,Les pucerons restent la cible de fréquents traitements et sont le ravageur le plus problématique. L'efficacité est insuffisante en juin.,"L’utilisation d’auxiliaires est insuffisante en juin, période à laquelle les pucerons prolifèrent.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Amblyseius swirskii,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintien des populations de thrips sous leur seuil, pas de perte de rendement commercial",Utilisation d'auxiliaires commerciaux (biocontrôle),Le thrips est un bioagresseur dont la maîtrise est satisfaisante sur les 5 ans,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidoletes aphidimyza,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintenir les populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial",,Le problème majeur de ce site est le puceron.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintenir les populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","usage d’auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire","Le problème majeur de ce site est le puceron, avec plusieurs espèces présentes et majoritairement Macrosiphum eurphorbiae et Acy","Le climat breton, souvent peu propice au développement d’auxiliaires indigènes dans les serres verre, et l’incompatibilité de la majorité des produits phytosanitaires conventionnels avec les auxiliaires",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintien des populations de thrips sous leur seuil, pas de perte de rendement commercial",,Le thrips est un bioagresseur dont la maîtrise est satisfaisante sur les 5 ans,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,Amélioration de l'efficacité des traitements,,"Utilisation de produits de biocontrôle plus compatibles avec la faune auxiliaire. Le problème majeur est le puceron, avec plusieurs espèces présentes et majoritairement Macrosiphum eurphorbiae et Acy.",Le mot du pilote de l’expérimentation indique que les contraintes liées au suivi rigoureux devront être acceptées et les stratégies devront garantir une efficacité satisfaisante pour que les maraîchers adhèrent pleinement.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintenir les populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","usage d’auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire",Satisfaction globale sur les 5 ans concernant le puceron (plusieurs espèces présentes et majoritairement Macrosiphum eurphorbiae et Acy),"Le climat breton, souvent peu propice au développement d’auxiliaires indigènes dans les serres verre, et l’incompatibilité de la majorité des produits phytosanitaires conventionnels avec les auxiliaires",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus californicus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintien des populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","Utilisation d'auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire.",Satisfaction globale sur 5 ans concernant la maîtrise des acariens.,Aucune mention de limitation spécifique dans le texte fourni concernant Neoseiulus californicus.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintien des populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","Utilisation d’auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire.",Satisfaction globale sur 5 ans concernant la maîtrise des acariens,"Le climat breton, souvent peu propice au développement d’auxiliaires indigènes dans les serres verre, et l’incompatibilité de la majorité des produits phytosanitaires conventionnels avec les auxiliaires.",1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,Amélioration de l'efficacité des traitements,,Réduction de 50 % de l’IFT par rapport à la référence conventionnelle,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,Amélioration de l'efficacité des traitements,,Réduction de 50 % de l’IFT par rapport à la référence conventionnelle,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Syrphes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintenir les populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","usage d’auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire","Le problème majeur de ce site est le puceron, avec plusieurs espèces présentes et majoritairement Macrosiphum eurphorbiae et Acy","Le climat breton, souvent peu propice au développement d’auxiliaires indigènes dans les serres verre, et l’incompatibilité de la majorité des produits phytosanitaires conventionnels avec les auxiliaires",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Syrphes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf,fa00dd2e1e2f,"Maintenir les populations de pucerons, thrips et acariens sous leur seuil de nuisibilité, pas de perte de rendement commercial","usage d’auxiliaires commerciaux et de produits de biocontrôle, plus compatibles avec la faune auxiliaire","Le problème majeur de ce site est le puceron, avec plusieurs espèces présentes et majoritairement Macrosiphum eurphorbiae et Acy","Le climat breton, souvent peu propice au développement d’auxiliaires indigènes dans les serres verre, et l’incompatibilité de la majorité des produits phytosanitaires conventionnels avec les auxiliaires",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chitosan et pectine,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,Tolérance attaques d'oïdium en bas de plante,,"Présent chaque année, nécessite toutefois des interventions stratégiques pour être contrôlé.",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia formosa,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,"Pas de fumagine, pas de virus (contre l'aleurode).",Utilisée dans une stratégie de Protection Biologique (PBI) pour lutter contre l'aleurode.,La PBI est fragilisée par la présence de punaise Nesidiocoris tenuis et par la pression des autres maladies et ravageurs tout au long de la culture. Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,Manque d’outils de biocontrôle efficaces contre les ravageurs.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Eretmocerus erimicus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,"Pas de fumagine, pas de virus (contre l'aleurode).",Utilisée dans une stratégie de Protection Biologique (PBI) pour lutter contre l'aleurode.,La PBI est fragilisée par la présence de punaise Nesidiocoris tenuis et par la pression des autres maladies et ravageurs tout au long de la culture. Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,La PBI est fragilisée par la présence de Nesidiocoris tenuis et la pression des autres maladies et ravageurs. Il manque encore beaucoup d’outils de biocontrôle efficaces contre les ravageurs.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,Tolérance attaques d'oïdium en bas de plante,,"Présent chaque année, nécessite toutefois des interventions stratégiques pour être contrôlé.",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Lecanicillium muscarium,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,"Pas de fumagine, pas de virus (concernant l'aleurode).",,La protection contre les aleurodes est une des priorités de la PBI (Protection Biologique Intégrée).,Fragilisée par la présence de punaise Nesidiocoris tenuis et par la pression des autres maladies et ravageurs tout au long de la culture. Manque d'outils de biocontrôle efficaces contre les ravageurs.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,Amélioration de l’efficacité des traitements contre l’aleurode en améliorant le potentiel de prédation des Macrolophus.,Pas d'information spécifique mentionnée,Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,Il manque encore beaucoup d’outils de biocontrôle efficaces contre les ravageurs.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,"Amélioration de l’efficacité des traitements, substitution d’un ou plusieurs traitements phytosanitaires par un levier de gestion alternatif.",Pas d'information spécifique mentionnée dans le texte,Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,Il manque encore beaucoup d’outils de biocontrôle efficaces contre les ravageurs.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,"Amélioration de l’efficacité des traitements, amélioration du potentiel de prédation des Macrolophus pour maîtriser les aleurodes et tolérance aux attaques d’oïdium en bas de plante.",Pas mentionné,Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,Il manque encore beaucoup d’outils de biocontrôle efficaces contre les ravageurs.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,Amélioration de l’efficacité des traitements,,Macrolophus utilisés pour améliorer le potentiel de prédation contre l’aleurode. Le système vise à maintenir une PBI efficace contre l’aleurode en améliorant le potentiel de prédation des Macrolophus et en apportant des solutions compatibles contre les autres bioagresseurs.,Il manque encore beaucoup d’outils de biocontrôle efficaces contre les ravageurs.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf,726e7dffcc6d,Tolérance attaques d'oïdium en bas de plante,,"Présent chaque année, nécessite toutefois des interventions stratégiques pour être contrôlé.",,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chitosan et pectine,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Tolérance pression latente d’oïdium si gérable par du biocontrôle,,Réduction à une seule application fongicide grâce à la définition de périodes à risque et aux détections précoces.,La maîtrise des ravageurs peut poser problème,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Feltiella acarisuga,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Tolérance de cochenilles si les foyers ne se propagent pas,"Plot de lâcher de Macrolophus, gardé non effeuillé en début de culture.","De manière générale, les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.",null,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus californicus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Le texte mentionne l'utilisation de Neoseiulus californicus dans le cadre d'une stratégie globale de biocontrôle pour la gestion des acariens sur concombre. Il n'y a pas de description spécifique de l'efficacité observée.,"Le texte mentionne un plot de lâcher de Macrolophus, gardé non effeuillé en début de culture.","Le texte indique que les résultats à l'échelle du système sont satisfaisants pour la gestion des bioagresseurs, mais ne précise pas les résultats spécifiques liés à Neoseiulus californicus.",null,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Le biocontrôle est utilisé pour limiter l’usage de phytosanitaires. La gestion des bioagresseurs est satisfaisante.,"Plot de lâcher de Macrolophus, gardé non effeuillé en début de culture.",Réduction à une seule application fongicide par campagne. La mise en place de mini-châssis contribue à limiter la pression botrytis.,La maîtrise des ravageurs peut poser problème. Tolérance d’aleurodes dans la limite de l’équilibre et tolérance de cochenilles si les foyers ne se propagent pas.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius sp.,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Le biocontrôle est utilisé pour maîtriser les pucerons sur concombre. La stratégie PBI et le recours à des produits de biocontrôle permettent de limiter l’usage de phytosanitaires.,null,Les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.,Tolérance de cochenilles si les foyers ne se propagent pas.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius sp.,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Le biocontrôle est utilisé pour maîtriser les pucerons sur concombre. La stratégie PBI et le recours à des produits de biocontrôle permettent de limiter l’usage de phytosanitaires.,null,Les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.,Tolérance de cochenilles si les foyers ne se propagent pas.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Tolérance pression latente d’oïdium si gérable par du biocontrôle,,Réduction à une seule application fongicide grâce à la définition de périodes à risque et aux détections précoces.,Tolérance pression latente d’oïdium si gérable par du biocontrôle,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma atroviride,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,,,Utilisation dans le cadre de la PBI pour limiter l'usage de phytosanitaires. Le biocontrôle était un levier mobilisable pour limiter l’usage de phytosanitaires.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus amyloliquefaciens,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,"Réduction à une seule application fongicide par campagne grâce à la définition de périodes à risque et aux détections précoces. La mise en place de mini-châssis systématiques au printemps et automne, pour chasser l’excès d’hygrométrie, contribuent à limiter la pression botrytis.",,Les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.,C'est la maîtrise des ravageurs qui peut poser problème.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia formosa,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Le système est utilisé pour maîtriser les aleurodes. La pression d’aleurodes est tolérée dans la limite de l’équilibre.,"Plot de lâcher de Macrolophus, gardé non effeuillé en début de culture.",Les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Eretmocerus mundus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Tolérance d’aleurodes dans la limite de l’équilibre,,Désormais c’est la maîtrise des ravageurs qui peut poser problème,limite de l’équilibre,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf,b0e145a59fac,Tolérance d’aleurodes dans la limite de l’équilibre,"Plot de lâcher de Macrolophus, gardé non effeuillé en début de culture.","De manière générale, les résultats à l’échelle du système sont satisfaisants pour la gestion de bioagresseurs.",null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huile essentielle d'agrumes,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf,2181bd303f6c,"pas de fumagine, pas de virus",,Le produit a provoqué la mort rapide des plantes concernées par l’électrovanne dans laquelle avait été introduite le produit. Les relevés ont donc été suspendus.,"pas de fumagine, pas de virus",0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Lecanicillium muscarium,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf,2181bd303f6c,Le produit a provoqué la mort rapide des plantes concernées par l’électrovanne dans laquelle avait été introduite le produit.,Application par électrovanne,Les relevés ont été suspendus après l'application du produit.,Aucune limitation mentionnée,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus californicus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf,2181bd303f6c,"spots tolérés, pas de foyer allant jusqu’au jaunissement des feuilles, ni toile acceptée",,Utilisation de produits de biocontrôle contre le Pythium en serre qui a provoqué la mort rapide des plantes concernées par l’électrovanne dans laquelle avait été introduite le produit. Les relevés ont donc été suspendus.,"Attaques d’acariens, de punaises et de pucerons peuvent engendrer des dégâts importants en culture lorsque l’équilibre avec les auxiliaires est fragilisé.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf,2181bd303f6c,"spots tolérés, pas de foyer allant jusqu'au jaunissement des feuilles, ni toile acceptée",,Utilisation de produits de biocontrôle contre le Pythium en serre qui a provoqué la mort rapide des plantes concernées par l’électrovanne dans laquelle avait été introduite le produit. Les relevés ont donc été suspendus.,"Attaques d’acariens, de punaises et de pucerons peuvent engendrer des dégâts importants en culture lorsque l’équilibre avec les auxiliaires est fragilisé.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma atroviride,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf,2181bd303f6c,Le produit a provoqué la mort rapide des plantes concernées par le Pythium.,Application via électrovanne dans l'eau d'irrigation.,Les relevés ont été suspendus après l'application du produit.,Aucune limitation mentionnée dans le texte.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chitosan et pectine,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,"pas de perte > 2% des plants en fin de saison, pas de dégâts sur fruits",null,"utilisation de produits de biocontrôle, afin de limiter les intrants de synthèse et de maintenir la performance économique de l’entreprise.",pas de perte de rendement ou de qualité (sépales nécrosés),0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia formosa,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,Equilibre aleurode / auxiliaires précoce et durable,"pas de fumagine, pas de perte de qualité des plants ou des fruits","pas de fumagine, pas de perte de qualité des plants ou des fruits",présence tolérée dans les pièges et les feuilles si pas de dégâts sur fruits,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Eretmocerus mundus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,Equilibre aleurode / auxiliaires précoce et durable,"pas de fumagine, pas de perte de qualité des plants ou des fruits","pas de fumagine, pas de perte de qualité des plants ou des fruits",présence tolérée dans les pièges et les feuilles si pas de dégâts sur fruits,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,Equilibre aleurode / auxiliaires précoce et durable,"Utilisation de produits de biocontrôle, gestion de la punaise auxiliaire Macrolophus pygmaeus","Le système a basculé rapidement sur un modèle tomate grappe, suite à un changement de stratégie économique du producteur. Le système, bien qu’évolutif, est resté basé sur des modulations de stratégies PBI et l’utilisation de produits de biocontrôle, afin de limiter les intrants de synthèse et de maintenir la performance économique de l’entreprise.",Macrolophus pygmaeus pouvant alors parfois devenir un nuisible,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,Equilibre aleurode / auxiliaires précoce et durable,"Utilisation de produits de biocontrôle, présence tolérée dans les pièges et les feuilles si pas de dégâts sur fruits","Le système a basculé rapidement sur un modèle tomate grappe, suite à un changement de stratégie économique du producteur. Le système, bien qu’évolutif, est resté basé sur des modulations de stratégies PBI et l’utilisation de produits de biocontrôle, afin de limiter les intrants de synthèse et de maintenir la performance économique de l’entreprise.",Macrolophus pygmaeus pouvant alors parfois devenir un nuisible,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf,e6144249ba12,Présence tolérée dans les pièges et les feuilles si pas de dégâts sur fruits,Utilisation dans le cadre d'un biocontrôle,Equilibre aleurode / auxiliaires (Macrolophus / parasitoïdes) précoce et durable,Nécessité d'un suivi rigoureux compatible avec la pratique,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
